feature number,SIGIR 2012: A semi-supervised approach to modeling web search satisfaction
generative model,SIGIR 2012: A semi-supervised approach to modeling web search satisfaction
harmonic function,SIGIR 2012: A semi-supervised approach to modeling web search satisfaction
hassan microsoft research redmond,SIGIR 2012: A semi-supervised approach to modeling web search satisfaction
majority baseline,SIGIR 2012: A semi-supervised approach to modeling web search satisfaction
markov model,SIGIR 2012: A semi-supervised approach to modeling web search satisfaction
mean average,SIGIR 2012: A semi-supervised approach to modeling web search satisfaction
normalized discounted cumulative gain,SIGIR 2012: A semi-supervised approach to modeling web search satisfaction
reciprocal rank,SIGIR 2012: A semi-supervised approach to modeling web search satisfaction
search process keywords,SIGIR 2012: A semi-supervised approach to modeling web search satisfaction
split w,SIGIR 2012: A semi-supervised approach to modeling web search satisfaction
subject descriptor,SIGIR 2012: A semi-supervised approach to modeling web search satisfaction
successful goal,SIGIR 2012: A semi-supervised approach to modeling web search satisfaction
transductive support,SIGIR 2012: A semi-supervised approach to modeling web search satisfaction
user behavior we,SIGIR 2012: A semi-supervised approach to modeling web search satisfaction
wll wlu wul wuu,SIGIR 2012: A semi-supervised approach to modeling web search satisfaction
work evaluating,SIGIR 2012: A semi-supervised approach to modeling web search satisfaction
abstract social,SIGIR 2012: Social annotations: utility and prediction modeling
avenida mountain view,SIGIR 2012: Social annotations: utility and prediction modeling
experimental setup,SIGIR 2012: Social annotations: utility and prediction modeling
feature ablation,SIGIR 2012: Social annotations: utility and prediction modeling
ggroger di,SIGIR 2012: Social annotations: utility and prediction modeling
hawaii luau,SIGIR 2012: Social annotations: utility and prediction modeling
interest valence,SIGIR 2012: Social annotations: utility and prediction modeling
john cynthiafa,SIGIR 2012: Social annotations: utility and prediction modeling
kevin haas microsoft,SIGIR 2012: Social annotations: utility and prediction modeling
measurement keywords social,SIGIR 2012: Social annotations: utility and prediction modeling
michael gamon microsoft,SIGIR 2012: Social annotations: utility and prediction modeling
microsoft way redmond,SIGIR 2012: Social annotations: utility and prediction modeling
model for,SIGIR 2012: Social annotations: utility and prediction modeling
multiple additive regression tree,SIGIR 2012: Social annotations: utility and prediction modeling
non english,SIGIR 2012: Social annotations: utility and prediction modeling
omar alonso,SIGIR 2012: Social annotations: utility and prediction modeling
online feature we,SIGIR 2012: Social annotations: utility and prediction modeling
peter fernando lisa chris emily,SIGIR 2012: Social annotations: utility and prediction modeling
query class,SIGIR 2012: Social annotations: utility and prediction modeling
query metric,SIGIR 2012: Social annotations: utility and prediction modeling
rank challenge,SIGIR 2012: Social annotations: utility and prediction modeling
result metric,SIGIR 2012: Social annotations: utility and prediction modeling
retrieval general term algorithm,SIGIR 2012: Social annotations: utility and prediction modeling
roger bob jill dianne,SIGIR 2012: Social annotations: utility and prediction modeling
royal lahaina resort,SIGIR 2012: Social annotations: utility and prediction modeling
sample rrel,SIGIR 2012: Social annotations: utility and prediction modeling
scope aspect,SIGIR 2012: Social annotations: utility and prediction modeling
session metric,SIGIR 2012: Social annotations: utility and prediction modeling
social annotation sampling,SIGIR 2012: Social annotations: utility and prediction modeling
social connection aspect,SIGIR 2012: Social annotations: utility and prediction modeling
social feature,SIGIR 2012: Social annotations: utility and prediction modeling
subject descriptor,SIGIR 2012: Social annotations: utility and prediction modeling
tim harrington,SIGIR 2012: Social annotations: utility and prediction modeling
user metric,SIGIR 2012: Social annotations: utility and prediction modeling
abstract user,SIGIR 2012: An exploration of ranking heuristics in mobile local search
bing local,SIGIR 2012: An exploration of ranking heuristics in mobile local search
computer science university,SIGIR 2012: An exploration of ranking heuristics in mobile local search
dimitrios lymberopoulos,SIGIR 2012: An exploration of ranking heuristics in mobile local search
expectation maximization,SIGIR 2012: An exploration of ranking heuristics in mobile local search
google local,SIGIR 2012: An exploration of ranking heuristics in mobile local search
human factor,SIGIR 2012: An exploration of ranking heuristics in mobile local search
meannorm log,SIGIR 2012: An exploration of ranking heuristics in mobile local search
measurement keywords,SIGIR 2012: An exploration of ranking heuristics in mobile local search
microsoft redmond,SIGIR 2012: An exploration of ranking heuristics in mobile local search
microsoft research,SIGIR 2012: An exploration of ranking heuristics in mobile local search
multiple additive,SIGIR 2012: An exploration of ranking heuristics in mobile local search
normalized p,SIGIR 2012: An exploration of ranking heuristics in mobile local search
personalization map,SIGIR 2012: An exploration of ranking heuristics in mobile local search
qiang wu,SIGIR 2012: An exploration of ranking heuristics in mobile local search
review mean,SIGIR 2012: An exploration of ranking heuristics in mobile local search
scheme to,SIGIR 2012: An exploration of ranking heuristics in mobile local search
signal and,SIGIR 2012: An exploration of ranking heuristics in mobile local search
subject descriptor,SIGIR 2012: An exploration of ranking heuristics in mobile local search
suggestfeatures imp,SIGIR 2012: An exploration of ranking heuristics in mobile local search
term algorithm,SIGIR 2012: An exploration of ranking heuristics in mobile local search
yuanhua lv department,SIGIR 2012: An exploration of ranking heuristics in mobile local search
american board,SIGIR 2012: Keynote talk: Retrieving Information from the Book of Humanity: The Personalized Medicine Data Tsunami Crashes on the Beach of Jeopardy
american college,SIGIR 2012: Keynote talk: Retrieving Information from the Book of Humanity: The Personalized Medicine Data Tsunami Crashes on the Beach of Jeopardy
biomedical communication,SIGIR 2012: Keynote talk: Retrieving Information from the Book of Humanity: The Personalized Medicine Data Tsunami Crashes on the Beach of Jeopardy
biomedical informatics,SIGIR 2012: Keynote talk: Retrieving Information from the Book of Humanity: The Personalized Medicine Data Tsunami Crashes on the Beach of Jeopardy
data bank,SIGIR 2012: Keynote talk: Retrieving Information from the Book of Humanity: The Personalized Medicine Data Tsunami Crashes on the Beach of Jeopardy
health informatics,SIGIR 2012: Keynote talk: Retrieving Information from the Book of Humanity: The Personalized Medicine Data Tsunami Crashes on the Beach of Jeopardy
health informatics university,SIGIR 2012: Keynote talk: Retrieving Information from the Book of Humanity: The Personalized Medicine Data Tsunami Crashes on the Beach of Jeopardy
internal medicine,SIGIR 2012: Keynote talk: Retrieving Information from the Book of Humanity: The Personalized Medicine Data Tsunami Crashes on the Beach of Jeopardy
international cancer,SIGIR 2012: Keynote talk: Retrieving Information from the Book of Humanity: The Personalized Medicine Data Tsunami Crashes on the Beach of Jeopardy
jeopardy daniel,SIGIR 2012: Keynote talk: Retrieving Information from the Book of Humanity: The Personalized Medicine Data Tsunami Crashes on the Beach of Jeopardy
lister hill national center,SIGIR 2012: Keynote talk: Retrieving Information from the Book of Humanity: The Personalized Medicine Data Tsunami Crashes on the Beach of Jeopardy
masys affiliate professor biomedical,SIGIR 2012: Keynote talk: Retrieving Information from the Book of Humanity: The Personalized Medicine Data Tsunami Crashes on the Beach of Jeopardy
medical education,SIGIR 2012: Keynote talk: Retrieving Information from the Book of Humanity: The Personalized Medicine Data Tsunami Crashes on the Beach of Jeopardy
medical informatics,SIGIR 2012: Keynote talk: Retrieving Information from the Book of Humanity: The Personalized Medicine Data Tsunami Crashes on the Beach of Jeopardy
medical information system,SIGIR 2012: Keynote talk: Retrieving Information from the Book of Humanity: The Personalized Medicine Data Tsunami Crashes on the Beach of Jeopardy
medical oncology,SIGIR 2012: Keynote talk: Retrieving Information from the Book of Humanity: The Personalized Medicine Data Tsunami Crashes on the Beach of Jeopardy
medical science,SIGIR 2012: Keynote talk: Retrieving Information from the Book of Humanity: The Personalized Medicine Data Tsunami Crashes on the Beach of Jeopardy
national academy,SIGIR 2012: Keynote talk: Retrieving Information from the Book of Humanity: The Personalized Medicine Data Tsunami Crashes on the Beach of Jeopardy
national cancer institute,SIGIR 2012: Keynote talk: Retrieving Information from the Book of Humanity: The Personalized Medicine Data Tsunami Crashes on the Beach of Jeopardy
national institute,SIGIR 2012: Keynote talk: Retrieving Information from the Book of Humanity: The Personalized Medicine Data Tsunami Crashes on the Beach of Jeopardy
national library,SIGIR 2012: Keynote talk: Retrieving Information from the Book of Humanity: The Personalized Medicine Data Tsunami Crashes on the Beach of Jeopardy
natural language,SIGIR 2012: Keynote talk: Retrieving Information from the Book of Humanity: The Personalized Medicine Data Tsunami Crashes on the Beach of Jeopardy
naval regional medical center,SIGIR 2012: Keynote talk: Retrieving Information from the Book of Humanity: The Personalized Medicine Data Tsunami Crashes on the Beach of Jeopardy
personalized medicine data tsunami crash,SIGIR 2012: Keynote talk: Retrieving Information from the Book of Humanity: The Personalized Medicine Data Tsunami Crashes on the Beach of Jeopardy
princeton university,SIGIR 2012: Keynote talk: Retrieving Information from the Book of Humanity: The Personalized Medicine Data Tsunami Crashes on the Beach of Jeopardy
san diego,SIGIR 2012: Keynote talk: Retrieving Information from the Book of Humanity: The Personalized Medicine Data Tsunami Crashes on the Beach of Jeopardy
san diego school,SIGIR 2012: Keynote talk: Retrieving Information from the Book of Humanity: The Personalized Medicine Data Tsunami Crashes on the Beach of Jeopardy
subject descriptor,SIGIR 2012: Keynote talk: Retrieving Information from the Book of Humanity: The Personalized Medicine Data Tsunami Crashes on the Beach of Jeopardy
term algorithm,SIGIR 2012: Keynote talk: Retrieving Information from the Book of Humanity: The Personalized Medicine Data Tsunami Crashes on the Beach of Jeopardy
theory keywords human,SIGIR 2012: Keynote talk: Retrieving Information from the Book of Humanity: The Personalized Medicine Data Tsunami Crashes on the Beach of Jeopardy
university college,SIGIR 2012: Keynote talk: Retrieving Information from the Book of Humanity: The Personalized Medicine Data Tsunami Crashes on the Beach of Jeopardy
vanderbilt university school,SIGIR 2012: Keynote talk: Retrieving Information from the Book of Humanity: The Personalized Medicine Data Tsunami Crashes on the Beach of Jeopardy
washington seattle,SIGIR 2012: Keynote talk: Retrieving Information from the Book of Humanity: The Personalized Medicine Data Tsunami Crashes on the Beach of Jeopardy
additional keyword,SIGIR 2012: Mining query subtopics from search log data
baseline black,SIGIR 2012: Mining query subtopics from search log data
cheung kong scholar,SIGIR 2012: Mining query subtopics from search log data
click figure,SIGIR 2012: Mining query subtopics from search log data
click interval,SIGIR 2012: Mining query subtopics from search log data
cluster id,SIGIR 2012: Mining query subtopics from search log data
data set,SIGIR 2012: Mining query subtopics from search log data
data set query type,SIGIR 2012: Mining query subtopics from search log data
dataseta multifaceted,SIGIR 2012: Mining query subtopics from search log data
daxin jiang microsoft research asia beijing,SIGIR 2012: Mining query subtopics from search log data
experimentation keywords search log mining,SIGIR 2012: Mining query subtopics from search log data
grant no,SIGIR 2012: Mining query subtopics from search log data
hang li microsoft research asia beijing,SIGIR 2012: Mining query subtopics from search log data
harry shum,SIGIR 2012: Mining query subtopics from search log data
jian pei simon fraser university burnaby,SIGIR 2012: Mining query subtopics from search log data
jiaotong university,SIGIR 2012: Mining query subtopics from search log data
method baseline our method baseline our method baseline,SIGIR 2012: Mining query subtopics from search log data
method our,SIGIR 2012: Mining query subtopics from search log data
microsoft harry shum,SIGIR 2012: Mining query subtopics from search log data
national science foundation,SIGIR 2012: Mining query subtopics from search log data
none url,SIGIR 2012: Mining query subtopics from search log data
nserc discovery grant,SIGIR 2012: Mining query subtopics from search log data
percentage query,SIGIR 2012: Mining query subtopics from search log data
purity diversity coverage granularity average,SIGIR 2012: Mining query subtopics from search log data
qinghua zheng,SIGIR 2012: Mining query subtopics from search log data
query clicked,SIGIR 2012: Mining query subtopics from search log data
query our,SIGIR 2012: Mining query subtopics from search log data
query subtopics,SIGIR 2012: Mining query subtopics from search log data
query type,SIGIR 2012: Mining query subtopics from search log data
query type query type,SIGIR 2012: Mining query subtopics from search log data
related url,SIGIR 2012: Mining query subtopics from search log data
retrieval permission,SIGIR 2012: Mining query subtopics from search log data
same different all,SIGIR 2012: Mining query subtopics from search log data
search result,SIGIR 2012: Mining query subtopics from search log data
similarity function,SIGIR 2012: Mining query subtopics from search log data
spklstn lab,SIGIR 2012: Mining query subtopics from search log data
subject descriptor,SIGIR 2012: Mining query subtopics from search log data
term algorithm,SIGIR 2012: Mining query subtopics from search log data
trec data,SIGIR 2012: Mining query subtopics from search log data
user behavior,SIGIR 2012: Mining query subtopics from search log data
yanan qian,SIGIR 2012: Mining query subtopics from search log data
yunhua hu microsoft research asia beijing,SIGIR 2012: Mining query subtopics from search log data
_and_bisexual business,SIGIR 2012: Search  interrupted: understanding and predicting search task continuation
abstract many,SIGIR 2012: Search  interrupted: understanding and predicting search task continuation
animal society,SIGIR 2012: Search  interrupted: understanding and predicting search task continuation
average agreement,SIGIR 2012: Search  interrupted: understanding and predicting search task continuation
average gain,SIGIR 2012: Search  interrupted: understanding and predicting search task continuation
bennett microsoft research redmond,SIGIR 2012: Search  interrupted: understanding and predicting search task continuation
boosted tree,SIGIR 2012: Search  interrupted: understanding and predicting search task continuation
emory university atlanta,SIGIR 2012: Search  interrupted: understanding and predicting search task continuation
engagement effort,SIGIR 2012: Search  interrupted: understanding and predicting search task continuation
feature ablation analysis,SIGIR 2012: Search  interrupted: understanding and predicting search task continuation
fleiss kappa,SIGIR 2012: Search  interrupted: understanding and predicting search task continuation
focus avgclickposquery,SIGIR 2012: Search  interrupted: understanding and predicting search task continuation
focus with,SIGIR 2012: Search  interrupted: understanding and predicting search task continuation
human annotation,SIGIR 2012: Search  interrupted: understanding and predicting search task continuation
introduction a web,SIGIR 2012: Search  interrupted: understanding and predicting search task continuation
kappa intent,SIGIR 2012: Search  interrupted: understanding and predicting search task continuation
label baseline,SIGIR 2012: Search  interrupted: understanding and predicting search task continuation
logistic regression,SIGIR 2012: Search  interrupted: understanding and predicting search task continuation
method table,SIGIR 2012: Search  interrupted: understanding and predicting search task continuation
metric to,SIGIR 2012: Search  interrupted: understanding and predicting search task continuation
microsoft research,SIGIR 2012: Search  interrupted: understanding and predicting search task continuation
museum society,SIGIR 2012: Search  interrupted: understanding and predicting search task continuation
music adult,SIGIR 2012: Search  interrupted: understanding and predicting search task continuation
recall human,SIGIR 2012: Search  interrupted: understanding and predicting search task continuation
social support,SIGIR 2012: Search  interrupted: understanding and predicting search task continuation
study limitation to,SIGIR 2012: Search  interrupted: understanding and predicting search task continuation
subject descriptor,SIGIR 2012: Search  interrupted: understanding and predicting search task continuation
task continuation,SIGIR 2012: Search  interrupted: understanding and predicting search task continuation
task continuation eugene agichtein,SIGIR 2012: Search  interrupted: understanding and predicting search task continuation
terminated continued,SIGIR 2012: Search  interrupted: understanding and predicting search task continuation
user profile,SIGIR 2012: Search  interrupted: understanding and predicting search task continuation
work prior,SIGIR 2012: Search  interrupted: understanding and predicting search task continuation
abstract conventional,SIGIR 2012: Multi-aspect query summarization by composite query
aspect query aspect word query aspect word query aspect word global background word,SIGIR 2012: Multi-aspect query summarization by composite query
aspect word,SIGIR 2012: Multi-aspect query summarization by composite query
barry pepper,SIGIR 2012: Multi-aspect query summarization by composite query
bing search,SIGIR 2012: Multi-aspect query summarization by composite query
captain john,SIGIR 2012: Multi-aspect query summarization by composite query
composite query,SIGIR 2012: Multi-aspect query summarization by composite query
computer science,SIGIR 2012: Multi-aspect query summarization by composite query
data set,SIGIR 2012: Multi-aspect query summarization by composite query
development program,SIGIR 2012: Multi-aspect query summarization by composite query
discounted cumulative gain,SIGIR 2012: Multi-aspect query summarization by composite query
edward burn,SIGIR 2012: Multi-aspect query summarization by composite query
evaluation due,SIGIR 2012: Multi-aspect query summarization by composite query
example informative,SIGIR 2012: Multi-aspect query summarization by composite query
experimental result,SIGIR 2012: Multi-aspect query summarization by composite query
further reading,SIGIR 2012: Multi-aspect query summarization by composite query
grant no,SIGIR 2012: Multi-aspect query summarization by composite query
harbin institute,SIGIR 2012: Multi-aspect query summarization by composite query
intent task,SIGIR 2012: Multi-aspect query summarization by composite query
introduction nowadays,SIGIR 2012: Multi-aspect query summarization by composite query
key laboratory opening funding,SIGIR 2012: Multi-aspect query summarization by composite query
label gain value,SIGIR 2012: Multi-aspect query summarization by composite query
label level,SIGIR 2012: Multi-aspect query summarization by composite query
microsoft research asia,SIGIR 2012: Multi-aspect query summarization by composite query
mixture model,SIGIR 2012: Multi-aspect query summarization by composite query
national high technology research,SIGIR 2012: Multi-aspect query summarization by composite query
national natural science foundation,SIGIR 2012: Multi-aspect query summarization by composite query
natural language,SIGIR 2012: Multi-aspect query summarization by composite query
origin remove5,SIGIR 2012: Multi-aspect query summarization by composite query
original query,SIGIR 2012: Multi-aspect query summarization by composite query
parameter setting,SIGIR 2012: Multi-aspect query summarization by composite query
private ryan,SIGIR 2012: Multi-aspect query summarization by composite query
private ryan cast,SIGIR 2012: Multi-aspect query summarization by composite query
qing yu2,SIGIR 2012: Multi-aspect query summarization by composite query
query common word,SIGIR 2012: Multi-aspect query summarization by composite query
query dependent aspect word,SIGIR 2012: Multi-aspect query summarization by composite query
random tail,SIGIR 2012: Multi-aspect query summarization by composite query
saving private ryan,SIGIR 2012: Multi-aspect query summarization by composite query
search engine result,SIGIR 2012: Multi-aspect query summarization by composite query
search result,SIGIR 2012: Multi-aspect query summarization by composite query
sheng li1,SIGIR 2012: Multi-aspect query summarization by composite query
snippet label level,SIGIR 2012: Multi-aspect query summarization by composite query
steven spielberg,SIGIR 2012: Multi-aspect query summarization by composite query
subject descriptor,SIGIR 2012: Multi-aspect query summarization by composite query
term algorithm,SIGIR 2012: Multi-aspect query summarization by composite query
ting liu1,SIGIR 2012: Multi-aspect query summarization by composite query
tom hank,SIGIR 2012: Multi-aspect query summarization by composite query
tom sizemor,SIGIR 2012: Multi-aspect query summarization by composite query
wikipedia data,SIGIR 2012: Multi-aspect query summarization by composite query
wikipedia data for,SIGIR 2012: Multi-aspect query summarization by composite query
zhiheng xu3,SIGIR 2012: Multi-aspect query summarization by composite query
abstract modeling,SIGIR 2012: Language intent models for inferring user browsing behavior
aim enhanced,SIGIR 2012: Language intent models for inferring user browsing behavior
amsterdam amsterdam,SIGIR 2012: Language intent models for inferring user browsing behavior
discussion to,SIGIR 2012: Language intent models for inferring user browsing behavior
experiment keywords online,SIGIR 2012: Language intent models for inferring user browsing behavior
language intent model,SIGIR 2012: Language intent models for inferring user browsing behavior
model temp,SIGIR 2012: Language intent models for inferring user browsing behavior
prior article,SIGIR 2012: Language intent models for inferring user browsing behavior
q1 language,SIGIR 2012: Language intent models for inferring user browsing behavior
red cross,SIGIR 2012: Language intent models for inferring user browsing behavior
retrieval model,SIGIR 2012: Language intent models for inferring user browsing behavior
roi blanco yahoo,SIGIR 2012: Language intent models for inferring user browsing behavior
subject descriptor,SIGIR 2012: Language intent models for inferring user browsing behavior
symbol gloss,SIGIR 2012: Language intent models for inferring user browsing behavior
tarsqi toolkit,SIGIR 2012: Language intent models for inferring user browsing behavior
term algorithm,SIGIR 2012: Language intent models for inferring user browsing behavior
the netherlands,SIGIR 2012: Language intent models for inferring user browsing behavior
user browsing behavior manos tsagkias,SIGIR 2012: Language intent models for inferring user browsing behavior
user trailspool,SIGIR 2012: Language intent models for inferring user browsing behavior
asset project,SIGIR 2012: Efficient query recommendations in the long tail via center-piece subgraphs
click data3,SIGIR 2012: Efficient query recommendations in the long tail via center-piece subgraphs
computer science,SIGIR 2012: Efficient query recommendations in the long tail via center-piece subgraphs
cover graph,SIGIR 2012: Efficient query recommendations in the long tail via center-piece subgraphs
effectiveness ideally,SIGIR 2012: Efficient query recommendations in the long tail via center-piece subgraphs
efficiency since,SIGIR 2012: Efficient query recommendations in the long tail via center-piece subgraphs
fabrizio silvestri,SIGIR 2012: Efficient query recommendations in the long tail via center-piece subgraphs
general term algorithm,SIGIR 2012: Efficient query recommendations in the long tail via center-piece subgraphs
grant agreement,SIGIR 2012: Efficient query recommendations in the long tail via center-piece subgraphs
hossein vahabi imt,SIGIR 2012: Efficient query recommendations in the long tail via center-piece subgraphs
ingeoclouds project,SIGIR 2012: Efficient query recommendations in the long tail via center-piece subgraphs
introduction much,SIGIR 2012: Efficient query recommendations in the long tail via center-piece subgraphs
least recently,SIGIR 2012: Efficient query recommendations in the long tail via center-piece subgraphs
measurement keywords query recommender system,SIGIR 2012: Efficient query recommendations in the long tail via center-piece subgraphs
personalized pagerank,SIGIR 2012: Efficient query recommendations in the long tail via center-piece subgraphs
query flow graph,SIGIR 2012: Efficient query recommendations in the long tail via center-piece subgraphs
raffaele perego,SIGIR 2012: Efficient query recommendations in the long tail via center-piece subgraphs
random query,SIGIR 2012: Efficient query recommendations in the long tail via center-piece subgraphs
random walk,SIGIR 2012: Efficient query recommendations in the long tail via center-piece subgraphs
rossano venturini dept,SIGIR 2012: Efficient query recommendations in the long tail via center-piece subgraphs
subgraphs francesco bonchi yahoo,SIGIR 2012: Efficient query recommendations in the long tail via center-piece subgraphs
subject descriptor,SIGIR 2012: Efficient query recommendations in the long tail via center-piece subgraphs
tqgraph suggestion,SIGIR 2012: Efficient query recommendations in the long tail via center-piece subgraphs
web search,SIGIR 2012: Efficient query recommendations in the long tail via center-piece subgraphs
work hanghan,SIGIR 2012: Efficient query recommendations in the long tail via center-piece subgraphs
abstract modern,SIGIR 2012: Privacy-aware image classification and search
coherence vector,SIGIR 2012: Privacy-aware image classification and search
computer science,SIGIR 2012: Privacy-aware image classification and search
edch bin,SIGIR 2012: Privacy-aware image classification and search
elena demidova,SIGIR 2012: Privacy-aware image classification and search
face detection vector,SIGIR 2012: Privacy-aware image classification and search
feature digital,SIGIR 2012: Privacy-aware image classification and search
feature private,SIGIR 2012: Privacy-aware image classification and search
general term algorithm,SIGIR 2012: Privacy-aware image classification and search
global h color histogram,SIGIR 2012: Privacy-aware image classification and search
human factor keywords,SIGIR 2012: Privacy-aware image classification and search
image require,SIGIR 2012: Privacy-aware image classification and search
introduction with,SIGIR 2012: Privacy-aware image classification and search
jonathon hare,SIGIR 2012: Privacy-aware image classification and search
mutual information,SIGIR 2012: Privacy-aware image classification and search
online information service,SIGIR 2012: Privacy-aware image classification and search
privacy explorer,SIGIR 2012: Privacy-aware image classification and search
privacy for,SIGIR 2012: Privacy-aware image classification and search
recall bep,SIGIR 2012: Privacy-aware image classification and search
research center,SIGIR 2012: Privacy-aware image classification and search
sergej zerr,SIGIR 2012: Privacy-aware image classification and search
stefan siersdorfer,SIGIR 2012: Privacy-aware image classification and search
subject descriptor,SIGIR 2012: Privacy-aware image classification and search
textual feature,SIGIR 2012: Privacy-aware image classification and search
textual image privacy feature,SIGIR 2012: Privacy-aware image classification and search
visual feature,SIGIR 2012: Privacy-aware image classification and search
work with,SIGIR 2012: Privacy-aware image classification and search
additional space,SIGIR 2012: Supporting efficient top-k queries in type-ahead search
chen li,SIGIR 2012: Supporting efficient top-k queries in type-ahead search
christos faloutsos,SIGIR 2012: Supporting efficient top-k queries in type-ahead search
computer science,SIGIR 2012: Supporting efficient top-k queries in type-ahead search
enron figure,SIGIR 2012: Supporting efficient top-k queries in type-ahead search
forward list,SIGIR 2012: Supporting efficient top-k queries in type-ahead search
foward list,SIGIR 2012: Supporting efficient top-k queries in type-ahead search
general term algorithm,SIGIR 2012: Supporting efficient top-k queries in type-ahead search
guoliang li,SIGIR 2012: Supporting efficient top-k queries in type-ahead search
information science,SIGIR 2012: Supporting efficient top-k queries in type-ahead search
intel core,SIGIR 2012: Supporting efficient top-k queries in type-ahead search
jianan wang,SIGIR 2012: Supporting efficient top-k queries in type-ahead search
jianhua feng,SIGIR 2012: Supporting efficient top-k queries in type-ahead search
jiannan wang,SIGIR 2012: Supporting efficient top-k queries in type-ahead search
leaf node,SIGIR 2012: Supporting efficient top-k queries in type-ahead search
national grand fundamental,SIGIR 2012: Supporting efficient top-k queries in type-ahead search
national natural science foundation,SIGIR 2012: Supporting efficient top-k queries in type-ahead search
performance keywords,SIGIR 2012: Supporting efficient top-k queries in type-ahead search
query id,SIGIR 2012: Supporting efficient top-k queries in type-ahead search
query keywords inverted,SIGIR 2012: Supporting efficient top-k queries in type-ahead search
query keywords similar,SIGIR 2012: Supporting efficient top-k queries in type-ahead search
random access,SIGIR 2012: Supporting efficient top-k queries in type-ahead search
random access to,SIGIR 2012: Supporting efficient top-k queries in type-ahead search
random access we,SIGIR 2012: Supporting efficient top-k queries in type-ahead search
random costbased,SIGIR 2012: Supporting efficient top-k queries in type-ahead search
similar keywords,SIGIR 2012: Supporting efficient top-k queries in type-ahead search
subject descriptor,SIGIR 2012: Supporting efficient top-k queries in type-ahead search
suppose li,SIGIR 2012: Supporting efficient top-k queries in type-ahead search
threshold algorithm,SIGIR 2012: Supporting efficient top-k queries in type-ahead search
trie leaf node,SIGIR 2012: Supporting efficient top-k queries in type-ahead search
trie partial,SIGIR 2012: Supporting efficient top-k queries in type-ahead search
tsinghua national laboratory,SIGIR 2012: Supporting efficient top-k queries in type-ahead search
tsinghua university,SIGIR 2012: Supporting efficient top-k queries in type-ahead search
ubuntu linux,SIGIR 2012: Supporting efficient top-k queries in type-ahead search
uc irvine,SIGIR 2012: Supporting efficient top-k queries in type-ahead search
academic research,SIGIR 2012: SimFusion+: extending simfusion towards efficient estimation on large and dynamic networks
click url click shopping,SIGIR 2012: SimFusion+: extending simfusion towards efficient estimation on large and dynamic networks
compared algorithm,SIGIR 2012: SimFusion+: extending simfusion towards efficient estimation on large and dynamic networks
cpu time,SIGIR 2012: SimFusion+: extending simfusion towards efficient estimation on large and dynamic networks
data relation graph,SIGIR 2012: SimFusion+: extending simfusion towards efficient estimation on large and dynamic networks
data space,SIGIR 2012: SimFusion+: extending simfusion towards efficient estimation on large and dynamic networks
dblp data,SIGIR 2012: SimFusion+: extending simfusion towards efficient estimation on large and dynamic networks
dblp dataset,SIGIR 2012: SimFusion+: extending simfusion towards efficient estimation on large and dynamic networks
discrete mathematics keywords similarity computation,SIGIR 2012: SimFusion+: extending simfusion towards efficient estimation on large and dynamic networks
donghua university,SIGIR 2012: SimFusion+: extending simfusion towards efficient estimation on large and dynamic networks
dynamic network weiren yu,SIGIR 2012: SimFusion+: extending simfusion towards efficient estimation on large and dynamic networks
evaluation metric,SIGIR 2012: SimFusion+: extending simfusion towards efficient estimation on large and dynamic networks
experimental setting datasets,SIGIR 2012: SimFusion+: extending simfusion towards efficient estimation on large and dynamic networks
google pagerank,SIGIR 2012: SimFusion+: extending simfusion towards efficient estimation on large and dynamic networks
heterogeneous domain,SIGIR 2012: SimFusion+: extending simfusion towards efficient estimation on large and dynamic networks
incremental algorithm,SIGIR 2012: SimFusion+: extending simfusion towards efficient estimation on large and dynamic networks
incremental performance,SIGIR 2012: SimFusion+: extending simfusion towards efficient estimation on large and dynamic networks
incremental unified adjacency matrix,SIGIR 2012: SimFusion+: extending simfusion towards efficient estimation on large and dynamic networks
jiajin le,SIGIR 2012: SimFusion+: extending simfusion towards efficient estimation on large and dynamic networks
memory space required,SIGIR 2012: SimFusion+: extending simfusion towards efficient estimation on large and dynamic networks
memory space we,SIGIR 2012: SimFusion+: extending simfusion towards efficient estimation on large and dynamic networks
microsoft live lab,SIGIR 2012: SimFusion+: extending simfusion towards efficient estimation on large and dynamic networks
msn data,SIGIR 2012: SimFusion+: extending simfusion towards efficient estimation on large and dynamic networks
new south wale,SIGIR 2012: SimFusion+: extending simfusion towards efficient estimation on large and dynamic networks
normal university,SIGIR 2012: SimFusion+: extending simfusion towards efficient estimation on large and dynamic networks
normalized discounted cumulative gain,SIGIR 2012: SimFusion+: extending simfusion towards efficient estimation on large and dynamic networks
query webpage,SIGIR 2012: SimFusion+: extending simfusion towards efficient estimation on large and dynamic networks
subject descriptor,SIGIR 2012: SimFusion+: extending simfusion towards efficient estimation on large and dynamic networks
synthetic data,SIGIR 2012: SimFusion+: extending simfusion towards efficient estimation on large and dynamic networks
unified adjacency matrix,SIGIR 2012: SimFusion+: extending simfusion towards efficient estimation on large and dynamic networks
unified relationship matrix,SIGIR 2012: SimFusion+: extending simfusion towards efficient estimation on large and dynamic networks
unified similarity matrix,SIGIR 2012: SimFusion+: extending simfusion towards efficient estimation on large and dynamic networks
united state,SIGIR 2012: SimFusion+: extending simfusion towards efficient estimation on large and dynamic networks
web ranking,SIGIR 2012: SimFusion+: extending simfusion towards efficient estimation on large and dynamic networks
