clueweb09 collection,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
computer game,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
cost efficiency,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
data collection,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
data mining,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
data pre-processing,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
data set,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
deep immersion,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
document frequency,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
document identifier,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
document relevance,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
domain expert,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
experimental setup,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
expert agreement,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
game round,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
global consensus,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
gold standard,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
held-out data,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
hit design,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
hit question,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
human judge,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
human resource,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
image classification,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
image classification performance,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
image data,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
image label,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
image search,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
information integration,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
information interface,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
information need,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
information processing,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
information retrieval,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
information retrieval evaluation,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
information retrieval system,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
inter-annotator agreement,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
label quality,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
language data,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
large scale,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
machine system,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
majority decision,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
majority vote,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
maximum likelihood,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
mechanical turk,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
million query track,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
mit press,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
natural language,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
online game,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
optimal experience,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
original query,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
private network,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
query term,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
random order,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
ranking function,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
relevance assessment,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
relevance category,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
relevance evaluation,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
relevance judgement,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
relevance label,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
relevance vote,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
relevant game,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
research data,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
retrieval evaluation,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
retrieval system,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
search engine,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
search engine evaluation,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
search evaluation,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
sliding keyword,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
social network,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
social prestige,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
social reputation,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
social standing,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
spam submission,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
state-of-the-art hit,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
system evaluation,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
test collection,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
test collection quality,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
test significance,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
text retrieval conference,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
textual document,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
textual item,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
training example,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
trec 2011,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
trec consensus,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
underwater camera,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
user interaction,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
user interface,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
user judgement,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
user satisfaction,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
user study,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
visual medium,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
web page,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
web resource,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
weighting vote,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
world wide web,SIGIR 2012: Quality through flow and immersion: gamifying crowdsourced relevance assessments
ad-hoc retrieval,SIGIR 2012: Extending BM25 with multiple query operators
aggregated distance,SIGIR 2012: Extending BM25 with multiple query operators
anchor text,SIGIR 2012: Extending BM25 with multiple query operators
arithmetic trick,SIGIR 2012: Extending BM25 with multiple query operators
artificial intelligence,SIGIR 2012: Extending BM25 with multiple query operators
bm25 plate,SIGIR 2012: Extending BM25 with multiple query operators
bm25 score,SIGIR 2012: Extending BM25 with multiple query operators
click-through data,SIGIR 2012: Extending BM25 with multiple query operators
computational linguistics,SIGIR 2012: Extending BM25 with multiple query operators
conditional distribution,SIGIR 2012: Extending BM25 with multiple query operators
conditional term,SIGIR 2012: Extending BM25 with multiple query operators
contextual information,SIGIR 2012: Extending BM25 with multiple query operators
cross validation,SIGIR 2012: Extending BM25 with multiple query operators
data collection,SIGIR 2012: Extending BM25 with multiple query operators
data mining,SIGIR 2012: Extending BM25 with multiple query operators
difficult concept,SIGIR 2012: Extending BM25 with multiple query operators
difficult query,SIGIR 2012: Extending BM25 with multiple query operators
document estimation,SIGIR 2012: Extending BM25 with multiple query operators
document frequency,SIGIR 2012: Extending BM25 with multiple query operators
document length,SIGIR 2012: Extending BM25 with multiple query operators
empirical method,SIGIR 2012: Extending BM25 with multiple query operators
estimating relevance probability,SIGIR 2012: Extending BM25 with multiple query operators
european conference,SIGIR 2012: Extending BM25 with multiple query operators
feature independence,SIGIR 2012: Extending BM25 with multiple query operators
generative language model,SIGIR 2012: Extending BM25 with multiple query operators
graded relevance,SIGIR 2012: Extending BM25 with multiple query operators
incoming query,SIGIR 2012: Extending BM25 with multiple query operators
information retrieval,SIGIR 2012: Extending BM25 with multiple query operators
information retrieval ranking,SIGIR 2012: Extending BM25 with multiple query operators
information retrieval system,SIGIR 2012: Extending BM25 with multiple query operators
information storage system,SIGIR 2012: Extending BM25 with multiple query operators
information system,SIGIR 2012: Extending BM25 with multiple query operators
international conference,SIGIR 2012: Extending BM25 with multiple query operators
knowledge management,SIGIR 2012: Extending BM25 with multiple query operators
language model,SIGIR 2012: Extending BM25 with multiple query operators
language modeling,SIGIR 2012: Extending BM25 with multiple query operators
language modeling framework,SIGIR 2012: Extending BM25 with multiple query operators
latent dirichlet allocation,SIGIR 2012: Extending BM25 with multiple query operators
learned function,SIGIR 2012: Extending BM25 with multiple query operators
learned ranking,SIGIR 2012: Extending BM25 with multiple query operators
linear combination,SIGIR 2012: Extending BM25 with multiple query operators
logistic family,SIGIR 2012: Extending BM25 with multiple query operators
logistic function,SIGIR 2012: Extending BM25 with multiple query operators
logistic model,SIGIR 2012: Extending BM25 with multiple query operators
loss function,SIGIR 2012: Extending BM25 with multiple query operators
machine learning,SIGIR 2012: Extending BM25 with multiple query operators
machine learning approach,SIGIR 2012: Extending BM25 with multiple query operators
markov logic,SIGIR 2012: Extending BM25 with multiple query operators
markov random field,SIGIR 2012: Extending BM25 with multiple query operators
markov random field model,SIGIR 2012: Extending BM25 with multiple query operators
markov random field retrieval model,SIGIR 2012: Extending BM25 with multiple query operators
mean average precision,SIGIR 2012: Extending BM25 with multiple query operators
mixture distribution,SIGIR 2012: Extending BM25 with multiple query operators
natural language processing,SIGIR 2012: Extending BM25 with multiple query operators
noun phrase,SIGIR 2012: Extending BM25 with multiple query operators
positional aspect,SIGIR 2012: Extending BM25 with multiple query operators
positional information,SIGIR 2012: Extending BM25 with multiple query operators
positional language model,SIGIR 2012: Extending BM25 with multiple query operators
positional relevance model,SIGIR 2012: Extending BM25 with multiple query operators
probabilistic information,SIGIR 2012: Extending BM25 with multiple query operators
probabilistic model,SIGIR 2012: Extending BM25 with multiple query operators
probabilistic relevance,SIGIR 2012: Extending BM25 with multiple query operators
probabilistic retrieval framework,SIGIR 2012: Extending BM25 with multiple query operators
probabilistic retrieval model,SIGIR 2012: Extending BM25 with multiple query operators
probability ranking principle,SIGIR 2012: Extending BM25 with multiple query operators
proximity etc,SIGIR 2012: Extending BM25 with multiple query operators
proximity operator,SIGIR 2012: Extending BM25 with multiple query operators
pseudo-relevance feedback,SIGIR 2012: Extending BM25 with multiple query operators
query appear,SIGIR 2012: Extending BM25 with multiple query operators
query concept,SIGIR 2012: Extending BM25 with multiple query operators
query distribution,SIGIR 2012: Extending BM25 with multiple query operators
query expansion,SIGIR 2012: Extending BM25 with multiple query operators
query independent,SIGIR 2012: Extending BM25 with multiple query operators
query indian,SIGIR 2012: Extending BM25 with multiple query operators
query intent prediction,SIGIR 2012: Extending BM25 with multiple query operators
query interpretation,SIGIR 2012: Extending BM25 with multiple query operators
query keyword,SIGIR 2012: Extending BM25 with multiple query operators
query language,SIGIR 2012: Extending BM25 with multiple query operators
query length,SIGIR 2012: Extending BM25 with multiple query operators
query level,SIGIR 2012: Extending BM25 with multiple query operators
query model,SIGIR 2012: Extending BM25 with multiple query operators
query processing,SIGIR 2012: Extending BM25 with multiple query operators
query q,SIGIR 2012: Extending BM25 with multiple query operators
query san,SIGIR 2012: Extending BM25 with multiple query operators
query segment,SIGIR 2012: Extending BM25 with multiple query operators
query segmentation,SIGIR 2012: Extending BM25 with multiple query operators
query session,SIGIR 2012: Extending BM25 with multiple query operators
query term,SIGIR 2012: Extending BM25 with multiple query operators
query term-dependence,SIGIR 2012: Extending BM25 with multiple query operators
query word,SIGIR 2012: Extending BM25 with multiple query operators
query young,SIGIR 2012: Extending BM25 with multiple query operators
random variable,SIGIR 2012: Extending BM25 with multiple query operators
ranking function,SIGIR 2012: Extending BM25 with multiple query operators
ranking model,SIGIR 2012: Extending BM25 with multiple query operators
recommender system,SIGIR 2012: Extending BM25 with multiple query operators
relevance framework,SIGIR 2012: Extending BM25 with multiple query operators
relevance increase,SIGIR 2012: Extending BM25 with multiple query operators
retrieval approach,SIGIR 2012: Extending BM25 with multiple query operators
retrieval effect,SIGIR 2012: Extending BM25 with multiple query operators
retrieval effectiveness,SIGIR 2012: Extending BM25 with multiple query operators
retrieval performance,SIGIR 2012: Extending BM25 with multiple query operators
retrieval refrain,SIGIR 2012: Extending BM25 with multiple query operators
retrieval setting,SIGIR 2012: Extending BM25 with multiple query operators
retrieval system,SIGIR 2012: Extending BM25 with multiple query operators
search engine,SIGIR 2012: Extending BM25 with multiple query operators
semantic information,SIGIR 2012: Extending BM25 with multiple query operators
smoothing method,SIGIR 2012: Extending BM25 with multiple query operators
spelling correction,SIGIR 2012: Extending BM25 with multiple query operators
statistical significance,SIGIR 2012: Extending BM25 with multiple query operators
term annotation,SIGIR 2012: Extending BM25 with multiple query operators
term dependency,SIGIR 2012: Extending BM25 with multiple query operators
term frequency,SIGIR 2012: Extending BM25 with multiple query operators
term proximity,SIGIR 2012: Extending BM25 with multiple query operators
text collection,SIGIR 2012: Extending BM25 with multiple query operators
text retrieval conference,SIGIR 2012: Extending BM25 with multiple query operators
topic set,SIGIR 2012: Extending BM25 with multiple query operators
training data,SIGIR 2012: Extending BM25 with multiple query operators
trec collection,SIGIR 2012: Extending BM25 with multiple query operators
trec gov2 collection,SIGIR 2012: Extending BM25 with multiple query operators
user interaction,SIGIR 2012: Extending BM25 with multiple query operators
web collection,SIGIR 2012: Extending BM25 with multiple query operators
web data mining,SIGIR 2012: Extending BM25 with multiple query operators
web page,SIGIR 2012: Extending BM25 with multiple query operators
web proxy,SIGIR 2012: Extending BM25 with multiple query operators
web query,SIGIR 2012: Extending BM25 with multiple query operators
web retrieval,SIGIR 2012: Extending BM25 with multiple query operators
web search,SIGIR 2012: Extending BM25 with multiple query operators
web search engine,SIGIR 2012: Extending BM25 with multiple query operators
web search relevance,SIGIR 2012: Extending BM25 with multiple query operators
web search result,SIGIR 2012: Extending BM25 with multiple query operators
weighting function,SIGIR 2012: Extending BM25 with multiple query operators
world wide web,SIGIR 2012: Extending BM25 with multiple query operators
active learning,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
active query selection,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
ad-hoc information,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
baseline method,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
binary classification,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
binary label,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
binary relevance,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
category classification,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
category vector,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
content-based retrieval,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
content-based retrieval system,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
cross validation,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
discounted cumulative gain,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
document classification,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
document classification task,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
document retrieval,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
domain dependency,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
domain knowledge,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
dual knowledge,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
evaluation metric,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
evaluation result,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
experimental result,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
experimental setting,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
feature representation,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
feature selection,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
feature space,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
geographic search,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
graded relevance,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
ground truth,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
image retrieval,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
information retrieval,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
information search,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
information storage,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
information system,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
keyword query,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
latent semantic analysis,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
latent space,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
latent topic,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
marginal distribution,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
mean average precision,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
mutual information,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
natural language,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
natural language processing,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
nearest neighbor search,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
nonnegative matrix,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
pattern recognition,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
population size,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
probability distribution,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
query aim,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
query processing,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
random order,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
ranking bias,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
ranking function,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
ranking result,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
relevance assessment,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
relevance judgment,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
research question,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
retrieval evaluation,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
retrieval system,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
search context,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
search device,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
search engine,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
search engine result,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
search intent,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
search location,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
search method,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
search performance,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
search result,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
search system,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
search task,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
search user,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
significance level,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
similarity function,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
standard deviation,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
structural correspondence,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
subset function,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
term frequency,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
test collection,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
text classification,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
text retrieval conference,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
text vector,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
training data,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
transductive inference,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
transductive intent,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
unique query,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
user review,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
web page classification,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
web site,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
web system,SIGIR 2012: Content-based retrieval for heterogeneous domains: domain adaptation by relative aggregation points
baseline retrieval model,SIGIR 2012: Rhetorical relations for information retrieval
binary preference,SIGIR 2012: Rhetorical relations for information retrieval
classification performance,SIGIR 2012: Rhetorical relations for information retrieval
computational linguistics,SIGIR 2012: Rhetorical relations for information retrieval
computer linguistics,SIGIR 2012: Rhetorical relations for information retrieval
computer science,SIGIR 2012: Rhetorical relations for information retrieval
conditional density,SIGIR 2012: Rhetorical relations for information retrieval
conditional money,SIGIR 2012: Rhetorical relations for information retrieval
conditional random field,SIGIR 2012: Rhetorical relations for information retrieval
content analysis,SIGIR 2012: Rhetorical relations for information retrieval
content selection,SIGIR 2012: Rhetorical relations for information retrieval
cross validation,SIGIR 2012: Rhetorical relations for information retrieval
cumulated gain,SIGIR 2012: Rhetorical relations for information retrieval
dirichlet smoothing,SIGIR 2012: Rhetorical relations for information retrieval
dirichlet smoothing parameter,SIGIR 2012: Rhetorical relations for information retrieval
discourse dependency,SIGIR 2012: Rhetorical relations for information retrieval
document compression,SIGIR 2012: Rhetorical relations for information retrieval
document distribution,SIGIR 2012: Rhetorical relations for information retrieval
document frequency,SIGIR 2012: Rhetorical relations for information retrieval
document relevance,SIGIR 2012: Rhetorical relations for information retrieval
document retrieval,SIGIR 2012: Rhetorical relations for information retrieval
empirical method,SIGIR 2012: Rhetorical relations for information retrieval
evaluation measure,SIGIR 2012: Rhetorical relations for information retrieval
experimental evaluation,SIGIR 2012: Rhetorical relations for information retrieval
experimental setup,SIGIR 2012: Rhetorical relations for information retrieval
graded relevance measure,SIGIR 2012: Rhetorical relations for information retrieval
information access,SIGIR 2012: Rhetorical relations for information retrieval
information classification,SIGIR 2012: Rhetorical relations for information retrieval
information concept,SIGIR 2012: Rhetorical relations for information retrieval
information management,SIGIR 2012: Rhetorical relations for information retrieval
information need,SIGIR 2012: Rhetorical relations for information retrieval
information retrieval,SIGIR 2012: Rhetorical relations for information retrieval
information retrieval effectiveness,SIGIR 2012: Rhetorical relations for information retrieval
information science,SIGIR 2012: Rhetorical relations for information retrieval
information search,SIGIR 2012: Rhetorical relations for information retrieval
information storage,SIGIR 2012: Rhetorical relations for information retrieval
international conference,SIGIR 2012: Rhetorical relations for information retrieval
knowledge management,SIGIR 2012: Rhetorical relations for information retrieval
language model,SIGIR 2012: Rhetorical relations for information retrieval
language modeling,SIGIR 2012: Rhetorical relations for information retrieval
language processing,SIGIR 2012: Rhetorical relations for information retrieval
language resource,SIGIR 2012: Rhetorical relations for information retrieval
laplace method,SIGIR 2012: Rhetorical relations for information retrieval
large collection,SIGIR 2012: Rhetorical relations for information retrieval
lexical statistic,SIGIR 2012: Rhetorical relations for information retrieval
machine classification,SIGIR 2012: Rhetorical relations for information retrieval
marginal density,SIGIR 2012: Rhetorical relations for information retrieval
maximum likelihood,SIGIR 2012: Rhetorical relations for information retrieval
mean average,SIGIR 2012: Rhetorical relations for information retrieval
mean average precision,SIGIR 2012: Rhetorical relations for information retrieval
mixture parameter,SIGIR 2012: Rhetorical relations for information retrieval
natural language,SIGIR 2012: Rhetorical relations for information retrieval
natural language processing,SIGIR 2012: Rhetorical relations for information retrieval
natural science,SIGIR 2012: Rhetorical relations for information retrieval
news article,SIGIR 2012: Rhetorical relations for information retrieval
original retrieval,SIGIR 2012: Rhetorical relations for information retrieval
posterior density,SIGIR 2012: Rhetorical relations for information retrieval
posterior inference,SIGIR 2012: Rhetorical relations for information retrieval
posterior probability,SIGIR 2012: Rhetorical relations for information retrieval
probabilistic inference,SIGIR 2012: Rhetorical relations for information retrieval
probabilistic ir,SIGIR 2012: Rhetorical relations for information retrieval
probabilistic ir model,SIGIR 2012: Rhetorical relations for information retrieval
probabilistic retrieval,SIGIR 2012: Rhetorical relations for information retrieval
probability density,SIGIR 2012: Rhetorical relations for information retrieval
query expansion,SIGIR 2012: Rhetorical relations for information retrieval
